,season,Player,Pos,Age,team,PTS,AST,BLK,TOV,STL,ORB,DRB,MP,G,GS,PF,FTA,FGA,3PA,3P,FG,FT,PER,WS,ppg,ast_pg,blk_pg,tov_pg,stl_pg,reb_pg,min_pg,FG%,FT%,3P%,salary
986,2006-2007,Hassan Adams,SG,22.0,NJN,174.0,13.0,4.0,22.0,17.0,35.0,42.0,495.0,61.0,8.0,47.0,36.0,135.0,1.0,0.0,75.0,24.0,13.0,1.0,2.8524590163934427,0.21311475409836064,0.06557377049180328,0.36065573770491804,0.2786885245901639,1.2622950819672132,8.114754098360656,0.5555555555555556,0.6666666666666666,0.0,0.412718
987,2006-2007,Maurice Ager,SG,22.0,DAL,69.0,7.0,3.0,15.0,4.0,1.0,20.0,214.0,32.0,1.0,27.0,33.0,70.0,15.0,5.0,22.0,20.0,2.9,-0.3,2.15625,0.21875,0.09375,0.46875,0.125,0.65625,6.6875,0.3142857142857143,0.6060606060606061,0.3333333333333333,0.90648
988,2006-2007,LaMarcus Aldridge,C,21.0,POR,565.0,24.0,73.0,43.0,22.0,144.0,168.0,1392.0,63.0,22.0,186.0,115.0,479.0,2.0,0.0,241.0,83.0,17.1,3.4,8.968253968253968,0.38095238095238093,1.1587301587301588,0.6825396825396826,0.3492063492063492,4.9523809523809526,22.095238095238095,0.5031315240083507,0.7217391304347827,0.0,4.02732
989,2006-2007,Malik Allen,PF,28.0,CHI,242.0,16.0,16.0,21.0,17.0,42.0,77.0,638.0,60.0,1.0,85.0,34.0,258.0,1.0,0.0,107.0,28.0,10.4,1.0,4.033333333333333,0.26666666666666666,0.26666666666666666,0.35,0.2833333333333333,1.9833333333333334,10.633333333333333,0.41472868217054265,0.8235294117647058,0.0,1.8036
990,2006-2007,Ray Allen,SG,31.0,SEA,1454.0,228.0,11.0,154.0,82.0,57.0,190.0,2219.0,55.0,55.0,113.0,309.0,1153.0,443.0,165.0,505.0,279.0,21.6,6.3,26.436363636363637,4.1454545454545455,0.2,2.8,1.490909090909091,4.490909090909091,40.345454545454544,0.43798785776235905,0.9029126213592233,0.3724604966139955,14.61157
991,2006-2007,Tony Allen,SG,25.0,BOS,379.0,56.0,12.0,75.0,49.0,35.0,89.0,805.0,33.0,18.0,87.0,134.0,259.0,33.0,8.0,133.0,105.0,17.0,1.9,11.484848484848484,1.696969696969697,0.36363636363636365,2.272727272727273,1.4848484848484849,3.757575757575758,24.393939393939394,0.5135135135135135,0.7835820895522388,0.24242424242424243,1.03728
992,2006-2007,Chucky Atkins,PG,32.0,MEM,988.0,346.0,4.0,127.0,50.0,18.0,121.0,2064.0,75.0,23.0,136.0,311.0,715.0,306.0,116.0,310.0,252.0,17.4,4.9,13.173333333333334,4.613333333333333,0.05333333333333334,1.6933333333333334,0.6666666666666666,1.8533333333333333,27.52,0.43356643356643354,0.8102893890675241,0.3790849673202614,3.0
993,2006-2007,Rafer Alston,PG,30.0,HOU,1088.0,444.0,10.0,170.0,129.0,29.0,253.0,3040.0,82.0,82.0,195.0,177.0,1020.0,529.0,192.0,383.0,130.0,12.9,6.6,13.268292682926829,5.414634146341464,0.12195121951219512,2.073170731707317,1.5731707317073171,3.4390243902439024,37.073170731707314,0.37549019607843137,0.7344632768361582,0.3629489603024575,4.2
994,2006-2007,Derek Anderson,SF,32.0,CHA,399.0,133.0,7.0,56.0,52.0,29.0,84.0,1190.0,50.0,32.0,115.0,106.0,294.0,152.0,54.0,126.0,93.0,13.7,2.9,7.98,2.66,0.14,1.12,1.04,2.26,23.8,0.42857142857142855,0.8773584905660378,0.35526315789473684,0.617539
995,2006-2007,Carmelo Anthony,SF,22.0,DEN,1881.0,249.0,23.0,234.0,77.0,143.0,248.0,2486.0,65.0,65.0,203.0,568.0,1453.0,149.0,40.0,691.0,459.0,22.1,7.3,28.93846153846154,3.830769230769231,0.35384615384615387,3.6,1.1846153846153846,6.015384615384615,38.246153846153845,0.4755677907777013,0.8080985915492958,0.2684563758389262,4.694041
996,2006-2007,Rafael Araujo,C,26.0,UTA,72.0,10.0,2.0,17.0,6.0,22.0,44.0,248.0,28.0,0.0,39.0,29.0,65.0,0.0,0.0,27.0,18.0,8.3,0.1,2.5714285714285716,0.35714285714285715,0.07142857142857142,0.6071428571428571,0.21428571428571427,2.357142857142857,8.857142857142858,0.4153846153846154,0.6206896551724138,,2.3952
997,2006-2007,Gilbert Arenas,PG,25.0,WAS,2105.0,443.0,13.0,236.0,139.0,61.0,277.0,2942.0,74.0,73.0,249.0,718.0,1548.0,584.0,205.0,647.0,606.0,24.0,10.8,28.445945945945947,5.986486486486487,0.17567567567567569,3.189189189189189,1.8783783783783783,4.5675675675675675,39.75675675675676,0.41795865633074936,0.8440111420612814,0.351027397260274,11.0968
998,2006-2007,Trevor Ariza,SG,21.0,ORL,506.0,65.0,19.0,84.0,59.0,98.0,151.0,1278.0,57.0,7.0,134.0,171.0,371.0,7.0,0.0,200.0,106.0,16.2,3.4,8.87719298245614,1.1403508771929824,0.3333333333333333,1.4736842105263157,1.0350877192982457,4.368421052631579,22.42105263157895,0.5390835579514824,0.6198830409356725,0.0,3.1
999,2006-2007,Darrell Armstrong,PG,38.0,IND,457.0,191.0,6.0,76.0,70.0,34.0,101.0,1275.0,81.0,4.0,102.0,93.0,377.0,214.0,72.0,156.0,73.0,15.1,3.2,5.6419753086419755,2.3580246913580245,0.07407407407407407,0.9382716049382716,0.8641975308641975,1.6666666666666667,15.74074074074074,0.41379310344827586,0.7849462365591398,0.3364485981308411,1.178348
1000,2006-2007,Alan Anderson,SG,24.0,CHA,98.0,21.0,0.0,22.0,7.0,11.0,21.0,256.0,17.0,0.0,33.0,23.0,81.0,20.0,5.0,37.0,19.0,10.1,0.1,5.764705882352941,1.2352941176470589,0.0,1.2941176470588236,0.4117647058823529,1.8823529411764706,15.058823529411764,0.4567901234567901,0.8260869565217391,0.25,0.128935
1001,2006-2007,Andris Biedrins,C,20.0,GSW,783.0,88.0,136.0,119.0,67.0,251.0,511.0,2382.0,82.0,63.0,304.0,167.0,581.0,0.0,0.0,348.0,87.0,16.2,6.7,9.548780487804878,1.0731707317073171,1.6585365853658536,1.451219512195122,0.8170731707317073,9.292682926829269,29.048780487804876,0.5989672977624785,0.5209580838323353,,1.98696
1002,2006-2007,Chauncey Billups,PG,30.0,DET,1191.0,502.0,17.0,140.0,84.0,23.0,214.0,2533.0,70.0,70.0,161.0,437.0,815.0,316.0,109.0,348.0,386.0,21.3,11.4,17.014285714285716,7.171428571428572,0.24285714285714285,2.0,1.2,3.3857142857142857,36.18571428571428,0.4269938650306748,0.8832951945080092,0.3449367088607595,6.3644
1003,2006-2007,Will Blalock,PG,23.0,DET,25.0,17.0,0.0,12.0,5.0,6.0,9.0,166.0,14.0,0.0,9.0,6.0,30.0,5.0,1.0,9.0,6.0,4.5,-0.1,1.7857142857142858,1.2142857142857142,0.0,0.8571428571428571,0.35714285714285715,1.0714285714285714,11.857142857142858,0.3,1.0,0.2,0.412718
1004,2006-2007,Greg Buckner,SG,30.0,DAL,305.0,70.0,7.0,40.0,47.0,35.0,123.0,1372.0,76.0,11.0,152.0,34.0,299.0,103.0,32.0,123.0,27.0,7.8,2.2,4.0131578947368425,0.9210526315789473,0.09210526315789473,0.5263157894736842,0.618421052631579,2.0789473684210527,18.05263157894737,0.411371237458194,0.7941176470588235,0.3106796116504854,3.240741
1005,2006-2007,Pat Burke,C,33.0,PHO,60.0,5.0,2.0,7.0,3.0,12.0,35.0,164.0,23.0,0.0,19.0,13.0,65.0,22.0,6.0,23.0,8.0,9.3,0.1,2.608695652173913,0.21739130434782608,0.08695652173913043,0.30434782608695654,0.13043478260869565,2.0434782608695654,7.130434782608695,0.35384615384615387,0.6153846153846154,0.2727272727272727,0.81
1006,2006-2007,Caron Butler,SF,26.0,WAS,1203.0,233.0,17.0,181.0,134.0,147.0,320.0,2474.0,63.0,63.0,188.0,328.0,975.0,72.0,18.0,451.0,283.0,18.3,5.3,19.095238095238095,3.6984126984126986,0.2698412698412698,2.873015873015873,2.126984126984127,7.412698412698413,39.26984126984127,0.4625641025641026,0.8628048780487805,0.25,7.438
1007,2006-2007,Jackie Butler,C,21.0,SAS,41.0,5.0,0.0,10.0,2.0,6.0,16.0,103.0,11.0,2.0,16.0,10.0,35.0,0.0,0.0,16.0,9.0,9.6,0.1,3.727272727272727,0.45454545454545453,0.0,0.9090909090909091,0.18181818181818182,2.0,9.363636363636363,0.45714285714285713,0.9,,2.2
1008,2006-2007,Andrew Bynum,C,19.0,LAL,637.0,94.0,128.0,115.0,12.0,139.0,345.0,1793.0,82.0,53.0,249.0,214.0,443.0,3.0,0.0,247.0,143.0,15.4,4.2,7.7682926829268295,1.146341463414634,1.5609756097560976,1.4024390243902438,0.14634146341463414,5.902439024390244,21.865853658536587,0.5575620767494357,0.6682242990654206,0.0,2.03028
1009,2006-2007,Jose Calderon,PG,25.0,TOR,668.0,387.0,5.0,110.0,63.0,21.0,113.0,1614.0,77.0,11.0,136.0,143.0,505.0,75.0,25.0,263.0,117.0,19.1,5.4,8.675324675324676,5.025974025974026,0.06493506493506493,1.4285714285714286,0.8181818181818182,1.7402597402597402,20.961038961038962,0.5207920792079208,0.8181818181818182,0.3333333333333333,2.333334
1010,2006-2007,Kobe Bryant,SG,28.0,LAL,2430.0,413.0,36.0,255.0,111.0,75.0,364.0,3140.0,77.0,77.0,205.0,768.0,1757.0,398.0,137.0,813.0,667.0,26.1,13.0,31.558441558441558,5.363636363636363,0.4675324675324675,3.311688311688312,1.4415584415584415,5.701298701298701,40.77922077922078,0.46272054638588506,0.8684895833333334,0.3442211055276382,17.71875
1011,2006-2007,Marcus Camby,C,32.0,DEN,785.0,223.0,231.0,122.0,87.0,164.0,652.0,2369.0,70.0,70.0,183.0,221.0,659.0,2.0,0.0,312.0,161.0,19.1,7.6,11.214285714285714,3.1857142857142855,3.3,1.7428571428571429,1.2428571428571429,11.657142857142857,33.84285714285714,0.47344461305007585,0.7285067873303167,0.0,8.8
1012,2006-2007,Rodney Carney,SF,22.0,PHI,442.0,26.0,23.0,43.0,38.0,39.0,89.0,1169.0,67.0,35.0,118.0,87.0,392.0,72.0,25.0,182.0,53.0,11.4,1.3,6.597014925373134,0.3880597014925373,0.34328358208955223,0.6417910447761194,0.5671641791044776,1.9104477611940298,17.44776119402985,0.4642857142857143,0.6091954022988506,0.3472222222222222,1.43976
1013,2006-2007,Matt Carroll,SG,26.0,CHA,869.0,91.0,9.0,73.0,53.0,35.0,172.0,1878.0,72.0,47.0,176.0,208.0,658.0,267.0,111.0,285.0,188.0,14.6,4.6,12.069444444444445,1.2638888888888888,0.125,1.0138888888888888,0.7361111111111112,2.875,26.083333333333332,0.4331306990881459,0.9038461538461539,0.4157303370786517,1.188
1014,2006-2007,Anthony Carter,PG,31.0,DEN,6.0,11.0,1.0,6.0,0.0,0.0,3.0,37.0,2.0,0.0,4.0,0.0,8.0,2.0,0.0,3.0,0.0,3.3,-0.1,3.0,5.5,0.5,3.0,0.0,1.5,18.5,0.375,,0.0,0.03762
1015,2006-2007,Vince Carter,SG,30.0,NJN,2070.0,393.0,30.0,217.0,82.0,114.0,378.0,3126.0,82.0,82.0,266.0,576.0,1598.0,437.0,156.0,726.0,462.0,21.8,10.5,25.24390243902439,4.7926829268292686,0.36585365853658536,2.6463414634146343,1.0,6.0,38.1219512195122,0.45431789737171463,0.8020833333333334,0.35697940503432496,15.101626
1016,2006-2007,Sam Cassell,PG,37.0,LAC,714.0,270.0,8.0,101.0,28.0,27.0,140.0,1407.0,58.0,30.0,126.0,182.0,625.0,109.0,32.0,261.0,160.0,17.1,2.8,12.310344827586206,4.655172413793103,0.13793103448275862,1.7413793103448276,0.4827586206896552,2.8793103448275863,24.25862068965517,0.4176,0.8791208791208791,0.29357798165137616,6.85
1017,2006-2007,Shannon Brown,SG,21.0,CLE,73.0,10.0,3.0,14.0,7.0,6.0,15.0,202.0,23.0,5.0,24.0,14.0,74.0,25.0,7.0,28.0,10.0,7.5,0.1,3.1739130434782608,0.43478260869565216,0.13043478260869565,0.6086956521739131,0.30434782608695654,0.9130434782608695,8.782608695652174,0.3783783783783784,0.7142857142857143,0.28,0.97128
1018,2006-2007,P.J. Brown,PF,37.0,CHI,436.0,48.0,52.0,85.0,24.0,129.0,218.0,1456.0,72.0,49.0,187.0,122.0,418.0,2.0,0.0,170.0,96.0,9.7,2.3,6.055555555555555,0.6666666666666666,0.7222222222222222,1.1805555555555556,0.3333333333333333,4.819444444444445,20.22222222222222,0.40669856459330145,0.7868852459016393,0.0,8.56
1019,2006-2007,Kwame Brown,C,24.0,LAL,345.0,75.0,49.0,76.0,39.0,81.0,163.0,1132.0,41.0,28.0,124.0,134.0,242.0,1.0,0.0,143.0,59.0,13.7,1.9,8.414634146341463,1.829268292682927,1.1951219512195121,1.853658536585366,0.9512195121951219,5.951219512195122,27.609756097560975,0.5909090909090909,0.44029850746268656,0.0,8.2875
1020,2006-2007,Mark Blount,C,31.0,MIN,1010.0,67.0,58.0,159.0,43.0,136.0,369.0,2544.0,82.0,81.0,239.0,195.0,839.0,31.0,9.0,427.0,147.0,12.7,2.8,12.317073170731707,0.8170731707317073,0.7073170731707317,1.9390243902439024,0.524390243902439,6.158536585365853,31.024390243902438,0.5089392133492253,0.7538461538461538,0.2903225806451613,7.288165
1021,2006-2007,Keith Bogans,SG,26.0,ORL,298.0,59.0,2.0,46.0,28.0,16.0,77.0,990.0,59.0,18.0,98.0,63.0,245.0,137.0,53.0,99.0,47.0,9.2,1.7,5.0508474576271185,1.0,0.03389830508474576,0.7796610169491526,0.4745762711864407,1.576271186440678,16.779661016949152,0.40408163265306124,0.746031746031746,0.38686131386861317,2.51
1022,2006-2007,Andrew Bogut,C,22.0,MIL,809.0,198.0,35.0,150.0,49.0,168.0,416.0,2258.0,66.0,66.0,216.0,194.0,629.0,5.0,1.0,348.0,112.0,15.5,4.0,12.257575757575758,3.0,0.5303030303030303,2.272727272727273,0.7424242424242424,8.848484848484848,34.21212121212121,0.5532591414944356,0.5773195876288659,0.2,4.66596
1023,2006-2007,Matt Bonner,PF,26.0,SAS,275.0,22.0,11.0,25.0,17.0,64.0,92.0,653.0,56.0,0.0,67.0,38.0,237.0,94.0,36.0,106.0,27.0,16.4,2.2,4.910714285714286,0.39285714285714285,0.19642857142857142,0.44642857142857145,0.30357142857142855,2.7857142857142856,11.660714285714286,0.4472573839662447,0.7105263157894737,0.3829787234042553,2.0
1024,2006-2007,Josh Boone,PF,22.0,NJN,254.0,10.0,21.0,33.0,11.0,64.0,112.0,669.0,61.0,0.0,94.0,103.0,171.0,0.0,0.0,99.0,56.0,14.6,1.7,4.163934426229508,0.16393442622950818,0.3442622950819672,0.5409836065573771,0.18032786885245902,2.8852459016393444,10.967213114754099,0.5789473684210527,0.5436893203883495,,1.05396
1025,2006-2007,Calvin Booth,C,30.0,WAS,69.0,18.0,29.0,9.0,4.0,27.0,54.0,380.0,44.0,1.0,71.0,10.0,66.0,2.0,1.0,31.0,6.0,9.6,0.6,1.5681818181818181,0.4090909090909091,0.6590909090909091,0.20454545454545456,0.09090909090909091,1.8409090909090908,8.636363636363637,0.4696969696969697,0.6,0.5,0.998967
1026,2006-2007,Carlos Boozer,PF,25.0,UTA,1549.0,221.0,21.0,194.0,70.0,235.0,632.0,2557.0,74.0,74.0,217.0,372.0,1154.0,0.0,0.0,647.0,255.0,24.1,9.9,20.93243243243243,2.9864864864864864,0.28378378378378377,2.6216216216216215,0.9459459459459459,11.716216216216216,34.554054054054056,0.5606585788561526,0.6854838709677419,,11.260483
1027,2006-2007,Chris Bosh,C,22.0,TOR,1561.0,175.0,90.0,179.0,39.0,186.0,555.0,2658.0,69.0,69.0,163.0,590.0,1094.0,35.0,12.0,543.0,463.0,22.6,9.6,22.6231884057971,2.536231884057971,1.3043478260869565,2.5942028985507246,0.5652173913043478,10.73913043478261,38.52173913043478,0.4963436928702011,0.7847457627118644,0.34285714285714286,4.23522
1028,2006-2007,Bruce Bowen,SF,35.0,SAS,510.0,117.0,25.0,65.0,62.0,23.0,200.0,2464.0,82.0,82.0,175.0,73.0,467.0,232.0,89.0,189.0,43.0,7.1,4.1,6.219512195121951,1.4268292682926829,0.3048780487804878,0.7926829268292683,0.7560975609756098,2.7195121951219514,30.048780487804876,0.40471092077087795,0.589041095890411,0.38362068965517243,3.75
1029,2006-2007,Elton Brand,PF,27.0,LAC,1642.0,235.0,179.0,202.0,77.0,268.0,476.0,3077.0,80.0,80.0,238.0,461.0,1211.0,1.0,1.0,645.0,351.0,23.1,11.5,20.525,2.9375,2.2375,2.525,0.9625,9.3,38.4625,0.532617671345995,0.7613882863340564,1.0,14.248
1030,2006-2007,Ronnie Brewer,SG,21.0,UTA,260.0,24.0,6.0,24.0,37.0,37.0,38.0,675.0,56.0,14.0,44.0,83.0,193.0,9.0,0.0,102.0,56.0,15.2,1.7,4.642857142857143,0.42857142857142855,0.10714285714285714,0.42857142857142855,0.6607142857142857,1.3392857142857142,12.053571428571429,0.5284974093264249,0.6746987951807228,0.0,1.5954
1031,2006-2007,Primoz Brezec,C,27.0,CHA,288.0,23.0,23.0,38.0,11.0,80.0,104.0,838.0,58.0,40.0,161.0,68.0,274.0,3.0,1.0,122.0,43.0,9.7,0.7,4.9655172413793105,0.39655172413793105,0.39655172413793105,0.6551724137931034,0.1896551724137931,3.1724137931034484,14.448275862068966,0.44525547445255476,0.6323529411764706,0.3333333333333333,2.75
1032,2006-2007,Andre Brown,PF,25.0,SEA,93.0,2.0,4.0,29.0,6.0,26.0,48.0,271.0,38.0,0.0,26.0,15.0,74.0,1.0,0.0,42.0,9.0,11.1,0.0,2.4473684210526314,0.05263157894736842,0.10526315789473684,0.7631578947368421,0.15789473684210525,1.9473684210526316,7.131578947368421,0.5675675675675675,0.6,0.0,0.40634
1033,2006-2007,David Harrison,C,24.0,IND,71.0,6.0,12.0,26.0,5.0,9.0,33.0,190.0,24.0,2.0,47.0,22.0,58.0,0.0,0.0,30.0,11.0,7.0,-0.2,2.9583333333333335,0.25,0.5,1.0833333333333333,0.20833333333333334,1.75,7.916666666666667,0.5172413793103449,0.5,,0.96084
1034,2006-2007,Udonis Haslem,PF,26.0,MIA,844.0,97.0,26.0,110.0,49.0,188.0,466.0,2483.0,79.0,79.0,236.0,203.0,717.0,4.0,0.0,353.0,138.0,13.7,5.1,10.683544303797468,1.2278481012658229,0.3291139240506329,1.3924050632911393,0.620253164556962,8.278481012658228,31.430379746835442,0.49232914923291493,0.6798029556650246,0.0,5.525
1035,2006-2007,Chuck Hayes,PF,23.0,HOU,439.0,47.0,18.0,64.0,70.0,204.0,317.0,1714.0,78.0,43.0,281.0,89.0,335.0,0.0,0.0,192.0,55.0,13.9,6.4,5.628205128205129,0.6025641025641025,0.23076923076923078,0.8205128205128205,0.8974358974358975,6.67948717948718,21.974358974358974,0.573134328358209,0.6179775280898876,,0.664209
1036,2006-2007,Stephon Marbury,PG,29.0,NYK,1210.0,403.0,10.0,179.0,71.0,36.0,177.0,2748.0,74.0,74.0,185.0,386.0,952.0,345.0,123.0,395.0,297.0,15.3,5.9,16.35135135135135,5.445945945945946,0.13513513513513514,2.418918918918919,0.9594594594594594,2.8783783783783785,37.13513513513514,0.41491596638655465,0.7694300518134715,0.3565217391304348,17.184375
1037,2006-2007,Shawn Marion,SF,28.0,PHO,1403.0,134.0,122.0,114.0,156.0,172.0,613.0,3010.0,80.0,80.0,216.0,248.0,1071.0,252.0,80.0,561.0,201.0,20.8,12.0,17.5375,1.675,1.525,1.425,1.95,9.8125,37.625,0.5238095238095238,0.8104838709677419,0.31746031746031744,15.07
1038,2006-2007,Sean Marks,PF,31.0,PHO,6.0,0.0,1.0,0.0,0.0,0.0,3.0,17.0,3.0,0.0,4.0,2.0,6.0,1.0,0.0,2.0,2.0,6.7,0.0,2.0,0.0,0.3333333333333333,0.0,0.0,1.0,5.666666666666667,0.3333333333333333,1.0,0.0,0.744551
1039,2006-2007,Donyell Marshall,PF,33.0,CLE,566.0,46.0,43.0,67.0,39.0,86.0,237.0,1360.0,81.0,0.0,130.0,80.0,493.0,271.0,95.0,209.0,53.0,15.3,3.8,6.987654320987654,0.5679012345679012,0.5308641975308642,0.8271604938271605,0.48148148148148145,3.9876543209876543,16.790123456790123,0.4239350912778905,0.6625,0.3505535055350554,5.633037
1040,2006-2007,Rawle Marshall,SG,24.0,IND,99.0,13.0,5.0,19.0,12.0,8.0,21.0,361.0,40.0,2.0,22.0,45.0,89.0,18.0,4.0,32.0,31.0,6.7,0.0,2.475,0.325,0.125,0.475,0.3,0.725,9.025,0.3595505617977528,0.6888888888888889,0.2222222222222222,0.664209
1041,2006-2007,Jamaal Magloire,C,28.0,POR,529.0,30.0,66.0,129.0,21.0,151.0,341.0,1703.0,81.0,23.0,226.0,242.0,395.0,0.0,0.0,199.0,131.0,11.5,1.1,6.530864197530864,0.37037037037037035,0.8148148148148148,1.5925925925925926,0.25925925925925924,6.074074074074074,21.02469135802469,0.5037974683544304,0.5413223140495868,,8.433334
1042,2006-2007,Darrick Martin,PG,35.0,TOR,94.0,43.0,0.0,12.0,3.0,2.0,10.0,220.0,31.0,0.0,22.0,21.0,94.0,37.0,13.0,33.0,15.0,11.6,0.1,3.032258064516129,1.3870967741935485,0.0,0.3870967741935484,0.0967741935483871,0.3870967741935484,7.096774193548387,0.35106382978723405,0.7142857142857143,0.35135135135135137,0.744551
1043,2006-2007,Kevin Martin,SG,23.0,SAC,1618.0,173.0,11.0,135.0,98.0,69.0,273.0,2818.0,80.0,80.0,181.0,570.0,1067.0,333.0,127.0,505.0,481.0,20.1,10.2,20.225,2.1625,0.1375,1.6875,1.225,4.275,35.225,0.4732895970009372,0.843859649122807,0.3813813813813814,1.00284
1044,2006-2007,Jason Maxiell,C,23.0,DET,334.0,14.0,60.0,53.0,30.0,88.0,98.0,943.0,67.0,8.0,110.0,137.0,262.0,0.0,0.0,131.0,72.0,14.4,1.8,4.985074626865671,0.208955223880597,0.8955223880597015,0.7910447761194029,0.44776119402985076,2.7761194029850746,14.074626865671641,0.5,0.5255474452554745,,0.97344
1045,2006-2007,Sean May,PF,22.0,CHA,416.0,66.0,24.0,56.0,19.0,73.0,160.0,838.0,35.0,8.0,100.0,112.0,328.0,3.0,2.0,164.0,86.0,19.1,2.2,11.885714285714286,1.8857142857142857,0.6857142857142857,1.6,0.5428571428571428,6.6571428571428575,23.942857142857143,0.5,0.7678571428571429,0.6666666666666666,1.74072
1046,2006-2007,Kenyon Martin,PF,29.0,DEN,19.0,1.0,0.0,5.0,0.0,6.0,14.0,63.0,2.0,2.0,10.0,12.0,16.0,1.0,0.0,8.0,3.0,5.4,0.0,9.5,0.5,0.0,2.5,0.0,10.0,31.5,0.5,0.25,0.0,12.068182
1047,2006-2007,Rashad McCants,SG,22.0,MIN,184.0,38.0,7.0,40.0,26.0,14.0,33.0,554.0,37.0,0.0,71.0,58.0,177.0,75.0,20.0,62.0,40.0,7.2,-0.3,4.972972972972973,1.027027027027027,0.1891891891891892,1.0810810810810811,0.7027027027027027,1.2702702702702702,14.972972972972974,0.3502824858757062,0.6896551724137931,0.26666666666666666,1.65372
1048,2006-2007,Corey Maggette,SF,27.0,LAC,1266.0,208.0,14.0,201.0,65.0,90.0,352.0,2291.0,75.0,31.0,244.0,633.0,808.0,65.0,13.0,367.0,519.0,18.6,7.0,16.88,2.7733333333333334,0.18666666666666668,2.68,0.8666666666666667,5.8933333333333335,30.546666666666667,0.4542079207920792,0.8199052132701422,0.2,7.0
1049,2006-2007,Travis Outlaw,PF,22.0,POR,645.0,52.0,74.0,66.0,61.0,65.0,152.0,1532.0,67.0,1.0,150.0,181.0,567.0,37.0,10.0,246.0,143.0,15.3,2.3,9.626865671641792,0.7761194029850746,1.1044776119402986,0.9850746268656716,0.9104477611940298,3.2388059701492535,22.865671641791046,0.43386243386243384,0.7900552486187845,0.2702702702702703,1.836426
1050,2006-2007,Andrei Kirilenko,SF,25.0,UTA,584.0,202.0,144.0,135.0,74.0,88.0,241.0,2049.0,70.0,70.0,172.0,239.0,418.0,75.0,16.0,197.0,174.0,14.3,4.4,8.342857142857143,2.8857142857142857,2.057142857142857,1.9285714285714286,1.0571428571428572,4.7,29.271428571428572,0.47129186602870815,0.7280334728033473,0.21333333333333335,12.364
1051,2006-2007,Linas Kleiza,PF,22.0,DEN,598.0,45.0,14.0,79.0,28.0,77.0,189.0,1488.0,79.0,14.0,200.0,135.0,474.0,221.0,83.0,200.0,115.0,11.1,2.8,7.569620253164557,0.569620253164557,0.17721518987341772,1.0,0.35443037974683544,3.367088607594937,18.835443037974684,0.4219409282700422,0.8518518518518519,0.3755656108597285,0.84536
1052,2006-2007,Brevin Knight,PG,31.0,CHA,408.0,296.0,3.0,95.0,67.0,14.0,101.0,1273.0,45.0,25.0,113.0,128.0,363.0,18.0,1.0,152.0,103.0,14.3,1.8,9.066666666666666,6.5777777777777775,0.06666666666666667,2.111111111111111,1.488888888888889,2.5555555555555554,28.288888888888888,0.418732782369146,0.8046875,0.05555555555555555,4.4
1053,2006-2007,Yaroslav Korolev,SF,19.0,LAC,12.0,4.0,0.0,1.0,3.0,1.0,2.0,41.0,10.0,0.0,0.0,6.0,16.0,5.0,1.0,4.0,3.0,8.0,0.0,1.2,0.4,0.0,0.1,0.3,0.3,4.1,0.25,0.5,0.2,1.47
1054,2006-2007,Kyle Korver,SF,25.0,PHI,1067.0,105.0,20.0,117.0,57.0,30.0,229.0,2288.0,74.0,1.0,188.0,209.0,845.0,307.0,132.0,372.0,191.0,14.2,4.6,14.41891891891892,1.4189189189189189,0.2702702702702703,1.5810810810810811,0.7702702702702703,3.5,30.91891891891892,0.44023668639053254,0.9138755980861244,0.42996742671009774,4.018182
1055,2006-2007,Nenad Krstic,C,23.0,NJN,426.0,46.0,24.0,52.0,10.0,51.0,125.0,848.0,26.0,26.0,88.0,121.0,323.0,1.0,0.0,170.0,86.0,16.9,1.9,16.384615384615383,1.7692307692307692,0.9230769230769231,2.0,0.38461538461538464,6.769230769230769,32.61538461538461,0.5263157894736842,0.7107438016528925,0.0,1.08048
1056,2006-2007,Raef LaFrentz,PF,30.0,POR,100.0,8.0,11.0,13.0,7.0,25.0,45.0,352.0,27.0,9.0,57.0,26.0,102.0,23.0,2.0,39.0,20.0,8.7,0.2,3.7037037037037037,0.2962962962962963,0.4074074074074074,0.48148148148148145,0.25925925925925924,2.5925925925925926,13.037037037037036,0.38235294117647056,0.7692307692307693,0.08695652173913043,11.532037
1057,2006-2007,Mark Madsen,C,31.0,MIN,61.0,10.0,10.0,21.0,10.0,35.0,52.0,473.0,56.0,0.0,100.0,29.0,43.0,0.0,0.0,23.0,15.0,4.5,0.4,1.0892857142857142,0.17857142857142858,0.17857142857142858,0.375,0.17857142857142858,1.5535714285714286,8.446428571428571,0.5348837209302325,0.5172413793103449,,2.21
1058,2006-2007,James Lang,C,23.0,WAS,11.0,2.0,3.0,2.0,0.0,5.0,6.0,55.0,11.0,0.0,14.0,5.0,9.0,0.0,0.0,4.0,3.0,6.6,0.1,1.0,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.0,1.0,5.0,0.4444444444444444,0.6,,0.744551
