,season,Player,Pos,Age,team,PTS,AST,BLK,TOV,STL,ORB,DRB,MP,G,GS,PF,FTA,FGA,3PA,3P,FG,FT,PER,WS,ppg,ast_pg,blk_pg,tov_pg,stl_pg,reb_pg,min_pg,FG%,FT%,3P%
23771,2015-2016,Serge Ibaka,PF,26.0,OKC,983.0,66.0,148.0,108.0,38.0,141.0,392.0,2500.0,78.0,78.0,211.0,121.0,869.0,184.0,60.0,416.0,91.0,13.9,5.5,12.602564102564102,0.8461538461538461,1.8974358974358974,1.3846153846153846,0.48717948717948717,6.833333333333333,32.05128205128205,0.47871116225546606,0.7520661157024794,0.32608695652173914
23779,2015-2016,Jarrett Jack,PG,32.0,BRK,411.0,236.0,7.0,94.0,34.0,9.0,127.0,1027.0,32.0,32.0,77.0,112.0,358.0,102.0,31.0,140.0,100.0,14.5,0.9,12.84375,7.375,0.21875,2.9375,1.0625,4.25,32.09375,0.39106145251396646,0.8928571428571429,0.30392156862745096
23849,2015-2016,Kyle Lowry,PG,29.0,TOR,1634.0,494.0,34.0,225.0,158.0,55.0,310.0,2851.0,77.0,77.0,211.0,491.0,1198.0,547.0,212.0,512.0,398.0,22.2,11.6,21.22077922077922,6.415584415584416,0.44155844155844154,2.9220779220779223,2.051948051948052,4.740259740259741,37.02597402597402,0.4273789649415693,0.8105906313645621,0.3875685557586837
23848,2015-2016,Kevin Love,PF,27.0,CLE,1234.0,186.0,41.0,142.0,58.0,149.0,613.0,2424.0,77.0,77.0,159.0,314.0,977.0,439.0,158.0,409.0,258.0,19.0,8.5,16.025974025974026,2.4155844155844157,0.5324675324675324,1.844155844155844,0.7532467532467533,9.896103896103897,31.48051948051948,0.4186284544524053,0.821656050955414,0.35990888382687924
23847,2015-2016,Robin Lopez,C,27.0,NYK,842.0,114.0,129.0,133.0,16.0,268.0,334.0,2219.0,82.0,82.0,182.0,161.0,662.0,1.0,0.0,357.0,128.0,17.6,5.8,10.268292682926829,1.3902439024390243,1.5731707317073171,1.6219512195121952,0.1951219512195122,7.341463414634147,27.0609756097561,0.5392749244712991,0.7950310559006211,0.0
23846,2015-2016,Brook Lopez,C,27.0,BRK,1501.0,147.0,124.0,175.0,58.0,204.0,369.0,2457.0,73.0,73.0,215.0,403.0,1157.0,14.0,2.0,591.0,317.0,21.7,6.2,20.561643835616437,2.0136986301369864,1.6986301369863013,2.3972602739726026,0.7945205479452054,7.8493150684931505,33.657534246575345,0.5108038029386344,0.7866004962779156,0.14285714285714285
23845,2015-2016,Kevon Looney,PF,19.0,GSW,9.0,0.0,0.0,1.0,0.0,4.0,6.0,21.0,5.0,0.0,2.0,0.0,7.0,2.0,1.0,4.0,0.0,18.6,0.1,1.8,0.0,0.0,0.2,0.0,2.0,4.2,0.5714285714285714,,0.5
23844,2015-2016,Shaun Livingston,PG,30.0,GSW,488.0,237.0,27.0,78.0,57.0,42.0,127.0,1520.0,78.0,3.0,140.0,93.0,379.0,12.0,2.0,203.0,80.0,13.8,4.6,6.256410256410256,3.0384615384615383,0.34615384615384615,1.0,0.7307692307692307,2.1666666666666665,19.487179487179485,0.5356200527704486,0.8602150537634409,0.16666666666666666
23843,2015-2016,Jeremy Lin,SG,27.0,CHO,914.0,235.0,42.0,150.0,58.0,42.0,211.0,2048.0,78.0,13.0,165.0,292.0,728.0,226.0,76.0,300.0,238.0,13.8,3.5,11.717948717948717,3.0128205128205128,0.5384615384615384,1.9230769230769231,0.7435897435897436,3.2435897435897436,26.256410256410255,0.41208791208791207,0.815068493150685,0.336283185840708
23842,2015-2016,Damian Lillard,PG,25.0,POR,1879.0,512.0,28.0,242.0,65.0,45.0,257.0,2676.0,75.0,75.0,165.0,464.0,1474.0,610.0,229.0,618.0,414.0,22.2,9.2,25.053333333333335,6.826666666666667,0.37333333333333335,3.2266666666666666,0.8666666666666667,4.026666666666666,35.68,0.41926729986431477,0.8922413793103449,0.37540983606557377
23841,2015-2016,Jon Leuer,PF,26.0,PHO,567.0,72.0,30.0,75.0,38.0,76.0,297.0,1255.0,67.0,27.0,125.0,101.0,466.0,110.0,42.0,224.0,77.0,16.2,2.7,8.462686567164178,1.0746268656716418,0.44776119402985076,1.1194029850746268,0.5671641791044776,5.567164179104478,18.73134328358209,0.48068669527896996,0.7623762376237624,0.38181818181818183
23840,2015-2016,Meyers Leonard,PF,23.0,POR,511.0,92.0,18.0,77.0,8.0,51.0,263.0,1333.0,61.0,10.0,183.0,46.0,435.0,228.0,86.0,195.0,35.0,11.3,2.2,8.37704918032787,1.5081967213114753,0.29508196721311475,1.2622950819672132,0.13114754098360656,5.147540983606557,21.852459016393443,0.4482758620689655,0.7608695652173914,0.37719298245614036
23839,2015-2016,Kawhi Leonard,SF,24.0,SAS,1523.0,186.0,71.0,105.0,128.0,95.0,398.0,2380.0,72.0,72.0,133.0,334.0,1090.0,291.0,129.0,551.0,292.0,26.0,13.7,21.15277777777778,2.5833333333333335,0.9861111111111112,1.4583333333333333,1.7777777777777777,6.847222222222222,33.05555555555556,0.5055045871559632,0.874251497005988,0.44329896907216493
23838,2015-2016,Alex Len,C,22.0,PHO,703.0,97.0,62.0,145.0,38.0,178.0,416.0,1821.0,78.0,46.0,230.0,239.0,624.0,7.0,1.0,264.0,174.0,12.4,1.3,9.012820512820513,1.2435897435897436,0.7948717948717948,1.858974358974359,0.48717948717948717,7.615384615384615,23.346153846153847,0.4230769230769231,0.7280334728033473,0.14285714285714285
23828,2015-2016,Zach LaVine,SG,20.0,MIN,1150.0,251.0,17.0,155.0,69.0,27.0,201.0,2294.0,82.0,33.0,193.0,203.0,959.0,316.0,123.0,433.0,161.0,14.3,2.6,14.024390243902438,3.0609756097560976,0.2073170731707317,1.8902439024390243,0.8414634146341463,2.7804878048780486,27.975609756097562,0.45151199165797706,0.7931034482758621,0.38924050632911394
23827,2015-2016,Joffrey Lauvergne,C,24.0,DEN,465.0,56.0,15.0,54.0,13.0,77.0,213.0,1041.0,59.0,15.0,115.0,69.0,380.0,53.0,13.0,195.0,62.0,15.7,2.3,7.88135593220339,0.9491525423728814,0.2542372881355932,0.9152542372881356,0.22033898305084745,4.915254237288136,17.64406779661017,0.5131578947368421,0.8985507246376812,0.24528301886792453
23778,2015-2016,Kyrie Irving,PG,23.0,CLE,1041.0,249.0,18.0,124.0,56.0,44.0,113.0,1667.0,53.0,53.0,107.0,191.0,879.0,262.0,84.0,394.0,169.0,19.9,5.0,19.641509433962263,4.69811320754717,0.33962264150943394,2.339622641509434,1.0566037735849056,2.9622641509433962,31.452830188679247,0.4482366325369738,0.8848167539267016,0.32061068702290074
23850,2015-2016,Trey Lyles,PF,20.0,UTA,488.0,59.0,18.0,65.0,26.0,59.0,240.0,1382.0,80.0,33.0,114.0,82.0,436.0,128.0,49.0,191.0,57.0,11.6,2.3,6.1,0.7375,0.225,0.8125,0.325,3.7375,17.275,0.4380733944954128,0.6951219512195121,0.3828125
23854,2015-2016,Ian Mahinmi,C,29.0,IND,660.0,104.0,75.0,100.0,65.0,138.0,369.0,1816.0,71.0,71.0,220.0,225.0,448.0,0.0,0.0,264.0,132.0,16.6,6.2,9.295774647887324,1.4647887323943662,1.056338028169014,1.408450704225352,0.9154929577464789,7.140845070422535,25.577464788732396,0.5892857142857143,0.5866666666666667,
23855,2015-2016,Devyn Marble,SG,23.0,ORL,60.0,12.0,1.0,7.0,13.0,6.0,32.0,249.0,28.0,0.0,25.0,24.0,71.0,32.0,8.0,21.0,10.0,5.2,-0.1,2.142857142857143,0.42857142857142855,0.03571428571428571,0.25,0.4642857142857143,1.3571428571428572,8.892857142857142,0.29577464788732394,0.4166666666666667,0.25
23856,2015-2016,Boban Marjanovic,C,27.0,SAS,297.0,21.0,23.0,29.0,12.0,73.0,121.0,508.0,54.0,4.0,54.0,114.0,174.0,0.0,0.0,105.0,87.0,27.7,3.4,5.5,0.3888888888888889,0.42592592592592593,0.5370370370370371,0.2222222222222222,3.5925925925925926,9.407407407407407,0.603448275862069,0.7631578947368421,
23881,2015-2016,Jodie Meeks,SG,28.0,DET,22.0,3.0,0.0,1.0,0.0,1.0,4.0,43.0,3.0,0.0,2.0,4.0,20.0,9.0,4.0,7.0,4.0,13.5,0.1,7.333333333333333,1.0,0.0,0.3333333333333333,0.0,1.6666666666666667,14.333333333333334,0.35,1.0,0.4444444444444444
23880,2015-2016,Josh McRoberts,PF,28.0,MIA,150.0,81.0,7.0,30.0,18.0,22.0,83.0,595.0,42.0,1.0,68.0,40.0,148.0,49.0,12.0,55.0,28.0,9.9,0.8,3.5714285714285716,1.9285714285714286,0.16666666666666666,0.7142857142857143,0.42857142857142855,2.5,14.166666666666666,0.3716216216216216,0.7,0.24489795918367346
23876,2015-2016,Ben McLemore,SG,22.0,SAC,531.0,79.0,10.0,99.0,52.0,34.0,114.0,1443.0,68.0,53.0,140.0,103.0,455.0,185.0,67.0,195.0,74.0,8.6,0.3,7.8088235294117645,1.161764705882353,0.14705882352941177,1.4558823529411764,0.7647058823529411,2.176470588235294,21.220588235294116,0.42857142857142855,0.7184466019417476,0.3621621621621622
23875,2015-2016,JaVale McGee,C,28.0,DAL,172.0,3.0,26.0,21.0,5.0,53.0,80.0,370.0,34.0,2.0,49.0,36.0,134.0,1.0,0.0,77.0,18.0,19.9,1.1,5.0588235294117645,0.08823529411764706,0.7647058823529411,0.6176470588235294,0.14705882352941177,3.911764705882353,10.882352941176471,0.5746268656716418,0.5,0.0
23874,2015-2016,Mitch McGary,PF,23.0,OKC,26.0,3.0,2.0,7.0,1.0,4.0,14.0,72.0,20.0,0.0,10.0,10.0,23.0,4.0,0.0,11.0,4.0,7.4,0.0,1.3,0.15,0.1,0.35,0.05,0.9,3.6,0.4782608695652174,0.4,0.0
23873,2015-2016,Doug McDermott,SF,24.0,CHI,764.0,59.0,6.0,53.0,14.0,37.0,158.0,1861.0,81.0,4.0,127.0,84.0,644.0,259.0,110.0,291.0,72.0,10.9,2.8,9.432098765432098,0.7283950617283951,0.07407407407407407,0.654320987654321,0.1728395061728395,2.4074074074074074,22.97530864197531,0.4518633540372671,0.8571428571428571,0.4247104247104247
23872,2015-2016,K.J. McDaniels,SF,22.0,HOU,89.0,10.0,6.0,17.0,7.0,16.0,26.0,235.0,37.0,1.0,30.0,30.0,72.0,25.0,7.0,29.0,24.0,10.6,0.2,2.4054054054054053,0.2702702702702703,0.16216216216216217,0.4594594594594595,0.1891891891891892,1.135135135135135,6.351351351351352,0.4027777777777778,0.8,0.28
23825,2015-2016,Carl Landry,PF,32.0,PHI,351.0,32.0,9.0,22.0,12.0,49.0,97.0,569.0,36.0,12.0,69.0,91.0,250.0,13.0,6.0,139.0,67.0,22.4,2.1,9.75,0.8888888888888888,0.25,0.6111111111111112,0.3333333333333333,4.055555555555555,15.805555555555555,0.556,0.7362637362637363,0.46153846153846156
23871,2015-2016,Chris McCullough,PF,20.0,BRK,112.0,9.0,12.0,15.0,28.0,25.0,43.0,362.0,24.0,4.0,39.0,23.0,109.0,34.0,13.0,44.0,11.0,12.2,0.3,4.666666666666667,0.375,0.5,0.625,1.1666666666666667,2.8333333333333335,15.083333333333334,0.4036697247706422,0.4782608695652174,0.38235294117647056
23869,2015-2016,C.J. McCollum,SG,24.0,POR,1666.0,341.0,23.0,196.0,97.0,47.0,212.0,2780.0,80.0,80.0,187.0,226.0,1431.0,472.0,197.0,641.0,187.0,17.7,6.0,20.825,4.2625,0.2875,2.45,1.2125,3.2375,34.75,0.4479385045422781,0.827433628318584,0.4173728813559322
23865,2015-2016,James Michael,PF,23.0,GSW,117.0,17.0,8.0,16.0,10.0,30.0,28.0,262.0,41.0,1.0,39.0,49.0,84.0,2.0,1.0,45.0,26.0,15.9,0.8,2.8536585365853657,0.4146341463414634,0.1951219512195122,0.3902439024390244,0.24390243902439024,1.4146341463414633,6.390243902439025,0.5357142857142857,0.5306122448979592,0.5
23864,2015-2016,Luc Mbah,PF,29.0,LAC,231.0,30.0,19.0,34.0,44.0,60.0,111.0,1274.0,75.0,61.0,100.0,57.0,207.0,40.0,13.0,94.0,30.0,7.3,1.6,3.08,0.4,0.25333333333333335,0.4533333333333333,0.5866666666666667,2.28,16.986666666666668,0.45410628019323673,0.5263157894736842,0.325
23863,2015-2016,O.J. Mayo,SG,28.0,MIL,321.0,118.0,8.0,72.0,48.0,13.0,92.0,1090.0,41.0,24.0,126.0,40.0,321.0,162.0,52.0,119.0,31.0,7.7,-0.1,7.829268292682927,2.8780487804878048,0.1951219512195122,1.7560975609756098,1.170731707317073,2.5609756097560976,26.585365853658537,0.3707165109034268,0.775,0.32098765432098764
23862,2015-2016,Wesley Matthews,SF,29.0,DAL,977.0,151.0,17.0,78.0,78.0,27.0,211.0,2644.0,78.0,78.0,179.0,146.0,854.0,525.0,189.0,331.0,126.0,10.9,3.7,12.525641025641026,1.935897435897436,0.21794871794871795,1.0,1.0,3.051282051282051,33.8974358974359,0.3875878220140515,0.863013698630137,0.36
23858,2015-2016,Jarell Martin,PF,21.0,MEM,153.0,15.0,7.0,19.0,8.0,39.0,47.0,380.0,27.0,0.0,58.0,62.0,116.0,2.0,0.0,54.0,45.0,14.0,0.8,5.666666666666667,0.5555555555555556,0.25925925925925924,0.7037037037037037,0.2962962962962963,3.185185185185185,14.074074074074074,0.46551724137931033,0.7258064516129032,0.0
23857,2015-2016,Kendall Marshall,PG,24.0,PHI,111.0,73.0,2.0,43.0,16.0,2.0,26.0,400.0,30.0,6.0,30.0,13.0,118.0,49.0,16.0,43.0,9.0,6.7,-0.5,3.7,2.433333333333333,0.06666666666666667,1.4333333333333333,0.5333333333333333,0.9333333333333333,13.333333333333334,0.3644067796610169,0.6923076923076923,0.32653061224489793
23870,2015-2016,T.J. McConnell,PG,23.0,PHI,493.0,367.0,10.0,140.0,95.0,43.0,207.0,1606.0,81.0,17.0,114.0,41.0,464.0,89.0,31.0,218.0,26.0,14.5,1.9,6.08641975308642,4.530864197530864,0.12345679012345678,1.728395061728395,1.1728395061728396,3.0864197530864197,19.82716049382716,0.4698275862068966,0.6341463414634146,0.34831460674157305
23824,2015-2016,Jeremy Lamb,SG,23.0,CHO,580.0,77.0,30.0,50.0,42.0,44.0,208.0,1227.0,66.0,0.0,105.0,88.0,510.0,181.0,56.0,230.0,64.0,15.9,2.7,8.787878787878787,1.1666666666666667,0.45454545454545453,0.7575757575757576,0.6363636363636364,3.8181818181818183,18.59090909090909,0.45098039215686275,0.7272727272727273,0.30939226519337015
23826,2015-2016,Shane Larkin,PG,23.0,BRK,566.0,342.0,12.0,146.0,95.0,28.0,152.0,1751.0,78.0,17.0,121.0,107.0,502.0,108.0,39.0,222.0,83.0,13.3,1.4,7.256410256410256,4.384615384615385,0.15384615384615385,1.8717948717948718,1.2179487179487178,2.3076923076923075,22.44871794871795,0.44223107569721115,0.7757009345794392,0.3611111111111111
23804,2015-2016,Nikola Jokic,C,20.0,DEN,796.0,189.0,50.0,104.0,79.0,181.0,379.0,1733.0,80.0,55.0,208.0,190.0,600.0,84.0,28.0,307.0,154.0,21.5,6.7,9.95,2.3625,0.625,1.3,0.9875,7.0,21.6625,0.5116666666666667,0.8105263157894737,0.3333333333333333
23806,2015-2016,James Jones,SF,35.0,CLE,178.0,14.0,10.0,13.0,11.0,8.0,42.0,463.0,48.0,0.0,50.0,26.0,142.0,104.0,41.0,58.0,21.0,11.6,1.2,3.7083333333333335,0.2916666666666667,0.20833333333333334,0.2708333333333333,0.22916666666666666,1.0416666666666667,9.645833333333334,0.4084507042253521,0.8076923076923077,0.3942307692307692
23805,2015-2016,Dahntay Jones,SF,35.0,CLE,13.0,2.0,2.0,0.0,1.0,1.0,4.0,42.0,1.0,0.0,6.0,0.0,14.0,2.0,1.0,6.0,0.0,10.3,0.1,13.0,2.0,2.0,0.0,1.0,5.0,42.0,0.42857142857142855,,0.5
23823,2015-2016,Kosta Koufos,C,26.0,SAC,529.0,33.0,70.0,48.0,40.0,169.0,254.0,1482.0,78.0,14.0,185.0,104.0,444.0,0.0,0.0,236.0,57.0,15.1,3.5,6.782051282051282,0.4230769230769231,0.8974358974358975,0.6153846153846154,0.5128205128205128,5.423076923076923,19.0,0.5315315315315315,0.5480769230769231,
23803,2015-2016,Wesley Johnson,SF,28.0,LAC,549.0,49.0,56.0,54.0,89.0,37.0,211.0,1666.0,80.0,9.0,173.0,46.0,515.0,309.0,103.0,208.0,30.0,11.0,2.6,6.8625,0.6125,0.7,0.675,1.1125,3.1,20.825,0.40388349514563104,0.6521739130434783,0.3333333333333333
23802,2015-2016,Tyler Johnson,SG,23.0,MIA,314.0,79.0,14.0,47.0,24.0,28.0,81.0,863.0,36.0,5.0,66.0,64.0,243.0,71.0,27.0,118.0,51.0,13.8,2.0,8.722222222222221,2.1944444444444446,0.3888888888888889,1.3055555555555556,0.6666666666666666,3.0277777777777777,23.97222222222222,0.48559670781893005,0.796875,0.38028169014084506
23801,2015-2016,Stanley Johnson,SF,19.0,DET,593.0,118.0,12.0,114.0,55.0,58.0,248.0,1687.0,73.0,6.0,178.0,102.0,600.0,205.0,63.0,225.0,80.0,8.7,0.6,8.123287671232877,1.6164383561643836,0.1643835616438356,1.5616438356164384,0.7534246575342466,4.191780821917808,23.10958904109589,0.375,0.7843137254901961,0.3073170731707317
23794,2015-2016,James Johnson,PF,28.0,TOR,287.0,67.0,33.0,54.0,29.0,28.0,98.0,926.0,57.0,32.0,84.0,68.0,240.0,66.0,20.0,114.0,39.0,11.4,1.3,5.035087719298246,1.1754385964912282,0.5789473684210527,0.9473684210526315,0.5087719298245614,2.210526315789474,16.24561403508772,0.475,0.5735294117647058,0.30303030303030304
23793,2015-2016,Chris Johnson,SF,25.0,UTA,205.0,45.0,20.0,40.0,32.0,27.0,105.0,857.0,70.0,2.0,100.0,42.0,194.0,99.0,27.0,72.0,34.0,8.2,1.1,2.9285714285714284,0.6428571428571429,0.2857142857142857,0.5714285714285714,0.45714285714285713,1.8857142857142857,12.242857142857142,0.3711340206185567,0.8095238095238095,0.2727272727272727
23792,2015-2016,Amir Johnson,PF,28.0,BOS,577.0,138.0,83.0,94.0,52.0,178.0,327.0,1800.0,79.0,76.0,214.0,121.0,426.0,43.0,10.0,249.0,69.0,16.0,5.9,7.30379746835443,1.7468354430379747,1.0506329113924051,1.1898734177215189,0.6582278481012658,6.3924050632911396,22.78481012658228,0.5845070422535211,0.5702479338842975,0.23255813953488372
23791,2015-2016,Jonas Jerebko,PF,28.0,BOS,340.0,62.0,24.0,52.0,20.0,77.0,211.0,1176.0,78.0,0.0,137.0,78.0,286.0,108.0,43.0,118.0,61.0,10.3,2.4,4.358974358974359,0.7948717948717948,0.3076923076923077,0.6666666666666666,0.2564102564102564,3.6923076923076925,15.076923076923077,0.4125874125874126,0.782051282051282,0.39814814814814814
23784,2015-2016,Richard Jefferson,SF,35.0,CLE,410.0,59.0,14.0,43.0,33.0,15.0,113.0,1326.0,74.0,5.0,129.0,87.0,312.0,173.0,66.0,143.0,58.0,9.7,2.7,5.54054054054054,0.7972972972972973,0.1891891891891892,0.581081081081081,0.44594594594594594,1.7297297297297298,17.91891891891892,0.4583333333333333,0.6666666666666666,0.3815028901734104
23783,2015-2016,Cory Jefferson,PF,25.0,PHO,22.0,0.0,1.0,0.0,0.0,6.0,10.0,50.0,8.0,0.0,8.0,6.0,22.0,1.0,0.0,9.0,4.0,12.7,0.1,2.75,0.0,0.125,0.0,0.0,2.0,6.25,0.4090909090909091,0.6666666666666666,0.0
23782,2015-2016,Al Jefferson,C,31.0,CHO,562.0,70.0,41.0,34.0,30.0,57.0,244.0,1096.0,47.0,18.0,117.0,111.0,505.0,0.0,0.0,245.0,72.0,18.2,2.8,11.957446808510639,1.4893617021276595,0.8723404255319149,0.723404255319149,0.6382978723404256,6.404255319148936,23.319148936170212,0.48514851485148514,0.6486486486486487,
23781,2015-2016,LeBron James,SF,31.0,CLE,1920.0,514.0,49.0,249.0,104.0,111.0,454.0,2709.0,76.0,76.0,143.0,491.0,1416.0,282.0,87.0,737.0,359.0,27.5,13.6,25.263157894736842,6.7631578947368425,0.6447368421052632,3.276315789473684,1.368421052631579,7.434210526315789,35.64473684210526,0.5204802259887006,0.7311608961303462,0.30851063829787234
23780,2015-2016,Reggie Jackson,PG,25.0,DET,1489.0,492.0,11.0,223.0,59.0,58.0,195.0,2424.0,79.0,79.0,187.0,337.0,1244.0,334.0,118.0,540.0,291.0,19.6,6.9,18.848101265822784,6.227848101265823,0.13924050632911392,2.8227848101265822,0.7468354430379747,3.2025316455696204,30.68354430379747,0.4340836012861736,0.8635014836795252,0.3532934131736527
23807,2015-2016,Terrence Jones,PF,24.0,HOU,434.0,41.0,39.0,49.0,23.0,62.0,149.0,1044.0,50.0,11.0,86.0,116.0,367.0,79.0,25.0,166.0,77.0,13.5,1.5,8.68,0.82,0.78,0.98,0.46,4.22,20.88,0.45231607629427795,0.6637931034482759,0.31645569620253167
23808,2015-2016,Tyus Jones,PG,19.0,MIN,156.0,108.0,3.0,33.0,31.0,7.0,40.0,573.0,37.0,0.0,33.0,39.0,156.0,53.0,16.0,56.0,28.0,11.2,0.3,4.216216216216216,2.918918918918919,0.08108108108108109,0.8918918918918919,0.8378378378378378,1.2702702702702702,15.486486486486486,0.358974358974359,0.717948717948718,0.3018867924528302
23657,2015-2016,Wayne Ellington,SG,28.0,BRK,586.0,83.0,5.0,45.0,48.0,20.0,154.0,1615.0,76.0,41.0,82.0,63.0,561.0,268.0,96.0,218.0,54.0,10.1,0.8,7.7105263157894735,1.0921052631578947,0.06578947368421052,0.5921052631578947,0.631578947368421,2.289473684210526,21.25,0.38859180035650626,0.8571428571428571,0.3582089552238806
23810,2015-2016,Cory Joseph,SG,24.0,TOR,677.0,250.0,20.0,102.0,63.0,39.0,171.0,2046.0,80.0,4.0,131.0,174.0,585.0,110.0,30.0,257.0,133.0,12.4,3.5,8.4625,3.125,0.25,1.275,0.7875,2.625,25.575,0.4393162393162393,0.764367816091954,0.2727272727272727
23811,2015-2016,Chris Kaman,C,33.0,POR,44.0,11.0,1.0,8.0,1.0,7.0,17.0,112.0,16.0,2.0,15.0,3.0,43.0,4.0,1.0,20.0,3.0,11.1,0.1,2.75,0.6875,0.0625,0.5,0.0625,1.5,7.0,0.46511627906976744,1.0,0.25
23812,2015-2016,Frank Kaminsky,C,22.0,CHO,606.0,98.0,43.0,58.0,38.0,69.0,266.0,1708.0,81.0,3.0,126.0,148.0,525.0,202.0,68.0,215.0,108.0,12.5,3.3,7.481481481481482,1.2098765432098766,0.5308641975308642,0.7160493827160493,0.4691358024691358,4.135802469135802,21.08641975308642,0.4095238095238095,0.7297297297297297,0.33663366336633666
23813,2015-2016,Enes Kanter,C,23.0,OKC,1038.0,33.0,33.0,115.0,26.0,249.0,415.0,1721.0,82.0,1.0,166.0,251.0,719.0,21.0,10.0,414.0,200.0,24.0,8.1,12.658536585365853,0.4024390243902439,0.4024390243902439,1.4024390243902438,0.3170731707317073,8.097560975609756,20.98780487804878,0.5757997218358831,0.796812749003984,0.47619047619047616
23822,2015-2016,Kyle Korver,SG,34.0,ATL,739.0,164.0,35.0,98.0,60.0,14.0,246.0,2401.0,80.0,80.0,161.0,54.0,616.0,397.0,158.0,268.0,45.0,9.7,4.1,9.2375,2.05,0.4375,1.225,0.75,3.25,30.0125,0.43506493506493504,0.8333333333333334,0.3979848866498741
23814,2015-2016,Sergey Karasev,SF,22.0,BRK,97.0,35.0,2.0,22.0,6.0,8.0,50.0,399.0,40.0,5.0,27.0,28.0,74.0,37.0,11.0,30.0,26.0,8.5,0.3,2.425,0.875,0.05,0.55,0.15,1.45,9.975,0.40540540540540543,0.9285714285714286,0.2972972972972973
23815,2015-2016,Sasha Kaun,C,30.0,CLE,23.0,3.0,5.0,7.0,4.0,12.0,14.0,95.0,25.0,0.0,11.0,11.0,17.0,0.0,0.0,9.0,5.0,12.5,0.2,0.92,0.12,0.2,0.28,0.16,1.04,3.8,0.5294117647058824,0.45454545454545453,
23816,2015-2016,Ryan Kelly,PF,24.0,LAL,152.0,20.0,10.0,18.0,13.0,21.0,100.0,470.0,36.0,0.0,39.0,54.0,149.0,37.0,5.0,55.0,37.0,10.3,0.1,4.222222222222222,0.5555555555555556,0.2777777777777778,0.5,0.3611111111111111,3.361111111111111,13.055555555555555,0.3691275167785235,0.6851851851851852,0.13513513513513514
23809,2015-2016,DeAndre Jordan,C,27.0,LAC,980.0,90.0,177.0,107.0,51.0,267.0,792.0,2598.0,77.0,77.0,207.0,619.0,508.0,1.0,0.0,357.0,266.0,20.6,11.5,12.727272727272727,1.1688311688311688,2.2987012987012987,1.3896103896103895,0.6623376623376623,13.753246753246753,33.74025974025974,0.702755905511811,0.4297253634894992,0.0
23821,2015-2016,Brandon Knight,SG,24.0,PHO,1018.0,263.0,20.0,177.0,61.0,36.0,166.0,1870.0,52.0,50.0,124.0,183.0,895.0,351.0,120.0,371.0,156.0,14.7,1.7,19.576923076923077,5.0576923076923075,0.38461538461538464,3.4038461538461537,1.1730769230769231,3.8846153846153846,35.96153846153846,0.4145251396648045,0.8524590163934426,0.3418803418803419
23817,2015-2016,Michael Kidd-Gilchrist,SF,22.0,CHO,89.0,9.0,3.0,8.0,3.0,12.0,33.0,205.0,7.0,7.0,9.0,29.0,61.0,7.0,3.0,33.0,20.0,16.9,0.6,12.714285714285714,1.2857142857142858,0.42857142857142855,1.1428571428571428,0.42857142857142855,6.428571428571429,29.285714285714285,0.5409836065573771,0.6896551724137931,0.42857142857142855
24121,2016-2017,D.J. Augustin,PG,29.0,ORL,616.0,209.0,1.0,90.0,31.0,15.0,102.0,1538.0,78.0,20.0,101.0,161.0,517.0,274.0,95.0,195.0,131.0,11.0,1.2,7.897435897435898,2.6794871794871793,0.01282051282051282,1.1538461538461537,0.3974358974358974,1.5,19.71794871794872,0.3771760154738878,0.8136645962732919,0.3467153284671533
24137,2016-2017,Bradley Beal,SG,23.0,WAS,1779.0,267.0,21.0,157.0,83.0,53.0,186.0,2684.0,77.0,77.0,169.0,342.0,1322.0,552.0,223.0,637.0,282.0,20.1,8.5,23.103896103896105,3.4675324675324677,0.2727272727272727,2.038961038961039,1.077922077922078,3.103896103896104,34.857142857142854,0.48184568835098335,0.8245614035087719,0.40398550724637683
24132,2016-2017,Brandon Bass,PF,31.0,LAC,292.0,21.0,11.0,29.0,14.0,43.0,86.0,577.0,52.0,0.0,45.0,88.0,186.0,3.0,1.0,107.0,77.0,19.7,2.2,5.615384615384615,0.40384615384615385,0.21153846153846154,0.5576923076923077,0.2692307692307692,2.480769230769231,11.096153846153847,0.5752688172043011,0.875,0.3333333333333333
24131,2016-2017,Will Barton,SG,26.0,DEN,820.0,206.0,28.0,97.0,48.0,58.0,200.0,1705.0,60.0,19.0,110.0,190.0,666.0,235.0,87.0,295.0,143.0,15.5,3.3,13.666666666666666,3.433333333333333,0.4666666666666667,1.6166666666666667,0.8,4.3,28.416666666666668,0.44294294294294295,0.7526315789473684,0.3702127659574468
24122,2016-2017,Luke Babbitt,SF,27.0,MIA,324.0,36.0,11.0,25.0,21.0,13.0,129.0,1065.0,68.0,55.0,118.0,15.0,281.0,210.0,87.0,113.0,11.0,8.4,1.8,4.764705882352941,0.5294117647058824,0.16176470588235295,0.36764705882352944,0.3088235294117647,2.088235294117647,15.661764705882353,0.40213523131672596,0.7333333333333333,0.4142857142857143
24123,2016-2017,Ron Baker,SG,23.0,NYK,215.0,107.0,8.0,56.0,34.0,12.0,86.0,857.0,52.0,13.0,74.0,43.0,217.0,86.0,23.0,82.0,28.0,7.5,-0.1,4.134615384615385,2.0576923076923075,0.15384615384615385,1.0769230769230769,0.6538461538461539,1.8846153846153846,16.48076923076923,0.3778801843317972,0.6511627906976745,0.26744186046511625
